,freqs,usess,value
413,"73,00 – 74,00",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
414,"74,00 – 75,50",RADIODIFUZIUNE,1
415,"74,00 – 75,50",RADIODIFUZIUNE PRIN SATELIT,1
416,"74,00 – 75,50",FIX,1
417,"74,00 – 75,50",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
418,"74,00 – 75,50",MOBIL,1
419,"74,00 – 75,50",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
420,"75,50 – 76,00",RADIODIFUZIUNE,1
421,"75,50 – 76,00",RADIODIFUZIUNE PRIN SATELIT,1
422,"75,50 – 76,00",FIX,1
423,"75,50 – 76,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
424,"75,50 – 76,00",AMATOR,1
425,"75,50 – 76,00",AMATOR PRIN SATELIT,1
426,"75,50 – 76,00",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
427,"76,00 – 77,50",RADIOASTRONOMIE,1
428,"76,00 – 77,50",RADIOLOCAŢIE,1
429,"76,00 – 77,50",AMATOR,1
430,"76,00 – 77,50",AMATOR PRIN SATELIT,1
431,"76,00 – 77,50",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
432,"77,50 – 78,00",AMATOR,1
433,"77,50 – 78,00",AMATOR PRIN SATELIT,1
434,"77,50 – 78,00",RADIOASTRONOMIE,1
435,"77,50 – 78,00",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
436,"78,00 – 79,00",RADIOLOCAŢIE,1
437,"78,00 – 79,00",AMATOR,1
438,"78,00 – 79,00",AMATOR PRIN SATELIT,1
439,"78,00 – 79,00",RADIOASTRONOMIE,1
440,"78,00 – 79,00",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
441,"79,00 – 81,00",RADIOASTRONOMIE,1
442,"79,00 – 81,00",RADIOLOCAŢIE,1
443,"79,00 – 81,00",AMATOR,1
444,"79,00 – 81,00",AMATOR PRIN SATELIT,1
445,"81,00 – 83,00",FIX,1
446,"81,00 – 83,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
447,"81,00 – 83,00",MOBIL,1
448,"81,00 – 83,00",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
449,"81,00 – 83,00",RADIOASTRONOMIE,1
450,"81,00 – 83,00",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
451,"83,00 – 84,00",FIX,1
452,"83,00 – 84,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
453,"83,00 – 84,00",MOBIL,1
454,"83,00 – 84,00",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
455,"83,00 – 84,00",RADIOASTRONOMIE,1
456,"83,00 – 84,00",CERCETARE SPAŢIALĂ (SPAŢIU–PĂMÂNT),1
457,"84,00 – 86,00",FIX,1
458,"84,00 – 86,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
459,"84,00 – 86,00",MOBIL,1
460,"84,00 – 86,00",RADIOASTRONOMIE,1
461,"86,00 – 92,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
462,"86,00 – 92,00",RADIOASTRONOMIE,1
463,"86,00 – 92,00",CERCETARE SPAŢIALĂ (PASIV),1
464,"92,00 – 94,00",FIX,1
465,"92,00 – 94,00",MOBIL,1
466,"92,00 – 94,00",RADIOASTRONOMIE,1
467,"92,00 – 94,00",RADIOLOCAŢIE,1
468,"94,00 – 94,10",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
469,"94,00 – 94,10",RADIOLOCAŢIE,1
470,"94,00 – 94,10",CERCETARE SPAŢIALĂ (ACTIV),1
471,"94,00 – 94,10",RADIOASTRONOMIE,1
472,"94,10 – 95,00",FIX,1
473,"94,10 – 95,00",MOBIL,1
474,"94,10 – 95,00",RADIOASTRONOMIE,1
475,"94,10 – 95,00",RADIOLOCAŢIE,1
476,"95,00 – 100,00",FIX,1
477,"95,00 – 100,00",MOBIL,1
478,"95,00 – 100,00",RADIOASTRONOMIE,1
479,"95,00 – 100,00",RADIOLOCAŢIE,1
480,"95,00 – 100,00",RADIONAVIGAŢIE,1
481,"95,00 – 100,00",RADIONAVIGAŢIE PRIN SATELIT,1
482,"100,00 – 102,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
483,"100,00 – 102,00",RADIOASTRONOMIE,1
484,"100,00 – 102,00",CERCETARE SPAŢIALĂ (PASIV),1
485,"102,00 – 105,00",FIX,1
486,"102,00 – 105,00",MOBIL,1
487,"102,00 – 105,00",RADIOASTRONOMIE,1
488,"105,00 – 109,50",FIX,1
489,"105,00 – 109,50",MOBIL,1
490,"105,00 – 109,50",RADIOASTRONOMIE,1
491,"105,00 – 109,50",CERCETARE SPAŢIALĂ (PASIV),1
492,"109,50 – 111,80",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
493,"109,50 – 111,80",RADIOASTRONOMIE,1
494,"109,50 – 111,80",CERCETARE SPAŢIALĂ (PASIV),1
495,"111,80 – 114,25",FIX,1
496,"111,80 – 114,25",MOBIL,1
497,"111,80 – 114,25",RADIOASTRONOMIE,1
498,"111,80 – 114,25",CERCETARE SPAŢIALĂ (PASIV),1
499,"114,25 – 116,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
500,"114,25 – 116,00",RADIOASTRONOMIE,1
501,"114,25 – 116,00",CERCETARE SPAŢIALĂ (PASIV),1
502,"116,00 – 119,98",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
503,"116,00 – 119,98",INTERSATELIŢI,1
504,"119,98 – 120,02",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
505,"119,98 – 120,02",INTERSATELIŢI,1
506,"120,02 – 122,25",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
507,"120,02 – 122,25",INTERSATELIŢI,1
508,"120,02 – 122,25",CERCETARE SPAŢIALĂ (PASIV),1
509,"122,25 – 123,00",FIX,1
510,"122,25 – 123,00",INTERSATELIŢI,1
511,"122,25 – 123,00",MOBIL,1
512,"122,25 – 123,00",AMATOR,1
513,"122,25 – 123,00",AMATOR PRIN SATELIT,1
514,"123,00 – 130,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
515,"123,00 – 130,00",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
516,"123,00 – 130,00",RADIONAVIGAŢIE,1
517,"123,00 – 130,00",RADIONAVIGAŢIE PRIN SATELIT,1
518,"123,00 – 130,00",RADIOASTRONOMIE,1
519,"130,00 – 134,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (ACTIV),1
520,"130,00 – 134,00",FIX,1
521,"130,00 – 134,00",INTERSATELIŢI,1
522,"130,00 – 134,00",MOBIL,1
523,"130,00 – 134,00",RADIOASTRONOMIE,1
524,"134,00 – 136,00",AMATOR,1
525,"134,00 – 136,00",AMATOR PRIN SATELIT,1
526,"134,00 – 136,00",RADIOASTRONOMIE,1
527,"136,00 – 141,00",RADIOASTRONOMIE,1
528,"136,00 – 141,00",RADIOLOCAŢIE,1
529,"136,00 – 141,00",AMATOR,1
530,"136,00 – 141,00",AMATOR PRIN SATELIT,1
531,"141,00 – 148,50",FIX,1
532,"141,00 – 148,50",MOBIL,1
533,"141,00 – 148,50",RADIOASTRONOMIE,1
534,"141,00 – 148,50",RADIOLOCAŢIE,1
535,"148,50 – 151,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
536,"148,50 – 151,50",RADIOASTRONOMIE,1
537,"148,50 – 151,50",CERCETARE SPAŢIALĂ (PASIV),1
538,"151,50 – 155,50",FIX,1
539,"151,50 – 155,50",MOBIL,1
540,"151,50 – 155,50",RADIOASTRONOMIE,1
541,"151,50 – 155,50",RADIOLOCAŢIE,1
542,"155,50 – 158,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
543,"155,50 – 158,50",FIX,1
544,"155,50 – 158,50",MOBIL,1
545,"155,50 – 158,50",RADIOASTRONOMIE,1
546,"155,50 – 158,50",CERCETARE SPAŢIALĂ (PASIV),1
547,"158,50 – 164,00",FIX,1
548,"158,50 – 164,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
549,"158,50 – 164,00",MOBIL,1
550,"158,50 – 164,00",MOBIL PRIN SATELIT (SPAŢIU–PĂMÂNT),1
551,"164,00 – 167,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
552,"164,00 – 167,00",RADIOASTRONOMIE,1
553,"164,00 – 167,00",CERCETARE SPAŢIALĂ (PASIV),1
554,"167,00 – 174,50",FIX,1
555,"167,00 – 174,50",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
556,"167,00 – 174,50",INTERSATELIŢI,1
557,"167,00 – 174,50",MOBIL,1
558,"174,50 – 174,80",FIX,1
559,"174,50 – 174,80",INTERSATELIŢI,1
560,"174,50 – 174,80",MOBIL,1
561,"174,80 – 182,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
562,"174,80 – 182,00",INTERSATELIŢI,1
563,"174,80 – 182,00",CERCETARE SPAŢIALĂ (PASIV),1
564,"182,00 – 185,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
565,"182,00 – 185,00",RADIOASTRONOMIE,1
566,"182,00 – 185,00",CERCETARE SPAŢIALĂ (PASIV),1
567,"185,00 – 190,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
568,"185,00 – 190,00",INTERSATELIŢI,1
569,"185,00 – 190,00",CERCETARE SPAŢIALĂ (PASIV),1
570,"190,00 – 191,80",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
571,"190,00 – 191,80",CERCETARE SPAŢIALĂ (PASIV),1
572,"191,80 – 200,00",FIX,1
573,"191,80 – 200,00",INTERSATELIŢI,1
574,"191,80 – 200,00",MOBIL,1
575,"191,80 – 200,00",MOBIL PRIN SATELIT,1
576,"191,80 – 200,00",RADIONAVIGAŢIE,1
577,"191,80 – 200,00",RADIONAVIGAŢIE PRIN SATELIT,1
578,"200,00 – 202,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
579,"200,00 – 202,00",RADIOASTRONOMIE,1
580,"200,00 – 202,00",CERCETARE SPAŢIALĂ (PASIV),1
581,"202,00 – 209,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
582,"202,00 – 209,00",RADIOASTRONOMIE,1
583,"202,00 – 209,00",CERCETARE SPAŢIALĂ (PASIV),1
584,"209,00 – 217,00",FIX,1
585,"209,00 – 217,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
586,"209,00 – 217,00",MOBIL,1
587,"209,00 – 217,00",RADIOASTRONOMIE,1
588,"217,00 – 226,00",FIX,1
589,"217,00 – 226,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
590,"217,00 – 226,00",MOBIL,1
591,"217,00 – 226,00",RADIOASTRONOMIE,1
592,"217,00 – 226,00",CERCETARE SPAŢIALĂ (PASIV),1
593,"226,00 – 231,50",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
594,"226,00 – 231,50",RADIOASTRONOMIE,1
595,"226,00 – 231,50",CERCETARE SPAŢIALĂ (PASIV),1
596,"231,50 – 232,00",FIX,1
597,"231,50 – 232,00",MOBIL,1
598,"231,50 – 232,00",RADIOLOCAŢIE,1
599,"232,00 – 235,00",FIX,1
600,"232,00 – 235,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
601,"232,00 – 235,00",MOBIL,1
602,"232,00 – 235,00",RADIOLOCAŢIE,1
603,"235,00 – 238,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
604,"235,00 – 238,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
605,"235,00 – 238,00",CERCETARE SPAŢIALĂ (PASIV),1
606,"238,00 – 240,00",FIX,1
607,"238,00 – 240,00",FIX PRIN SATELIT (SPAŢIU–PĂMÂNT),1
608,"238,00 – 240,00",MOBIL,1
609,"238,00 – 240,00",RADIOLOCAŢIE,1
610,"238,00 – 240,00",RADIONAVIGAŢIE,1
611,"238,00 – 240,00",RADIONAVIGAŢIE PRIN SATELIT,1
612,"240,00 – 241,00",FIX,1
613,"240,00 – 241,00",MOBIL,1
614,"240,00 – 241,00",RADIOLOCAŢIE,1
615,"241,00 – 248,00",RADIOASTRONOMIE,1
616,"241,00 – 248,00",RADIOLOCAŢIE,1
617,"241,00 – 248,00",AMATOR,1
618,"241,00 – 248,00",AMATOR PRIN SATELIT,1
619,"248,00 – 250,00",AMATOR,1
620,"248,00 – 250,00",AMATOR PRIN SATELIT,1
621,"248,00 – 250,00",RADIOASTRONOMIE,1
622,"250,00 – 252,00",EXPLORAREA PĂMÂNTULUI PRIN SATELIT (PASIV),1
623,"250,00 – 252,00",RADIOASTRONOMIE,1
624,"250,00 – 252,00",CERCETARE SPAŢIALĂ (PASIV),1
625,"252,00 – 265,00",FIX,1
626,"252,00 – 265,00",MOBIL,1
627,"252,00 – 265,00",MOBIL PRIN SATELIT (PĂMÂNT–SPAŢIU),1
628,"252,00 – 265,00",RADIOASTRONOMIE,1
629,"252,00 – 265,00",RADIONAVIGAŢIE,1
630,"252,00 – 265,00",RADIONAVIGAŢIE PRIN SATELIT,1
631,"265,00 – 275,00",FIX,1
632,"265,00 – 275,00",FIX PRIN SATELIT (PĂMÂNT–SPAŢIU),1
633,"265,00 – 275,00",MOBIL,1
634,"265,00 – 275,00",RADIOASTRONOMIE,1
635,"275,00 – 1000,00",NEATRIBUIT,1
